"subject"	"group"	"congruency"	"result"	"rt"
5	"test"	"incongruent"	"correct"	0.635
5	"test"	"congruent"	"correct"	0.509
5	"test"	"congruent"	"correct"	0.567
5	"test"	"incongruent"	"incorrect"	0.604
5	"test"	"incongruent"	"correct"	0.749
5	"test"	"congruent"	"correct"	0.505
5	"test"	"congruent"	"correct"	0.541
5	"test"	"incongruent"	"correct"	0.59
5	"test"	"incongruent"	"correct"	0.979
5	"test"	"congruent"	"correct"	0.565
5	"test"	"congruent"	"correct"	0.521
5	"test"	"congruent"	"correct"	0.851
5	"test"	"incongruent"	"correct"	0.628
5	"test"	"congruent"	"correct"	0.501
5	"test"	"incongruent"	"correct"	0.687
5	"test"	"congruent"	"correct"	0.82
5	"test"	"incongruent"	"correct"	0.625
5	"test"	"incongruent"	"correct"	0.662
5	"test"	"congruent"	"correct"	0.62
5	"test"	"congruent"	"correct"	0.546
5	"test"	"incongruent"	"correct"	0.647
5	"test"	"congruent"	"correct"	0.473
5	"test"	"incongruent"	"incorrect"	0.669
5	"test"	"congruent"	"correct"	0.787
5	"test"	"incongruent"	"correct"	0.683
5	"test"	"incongruent"	"correct"	0.556
5	"test"	"congruent"	"correct"	0.605
5	"test"	"incongruent"	"correct"	0.943
5	"test"	"congruent"	"correct"	0.583
5	"test"	"congruent"	"correct"	0.45
5	"test"	"incongruent"	"correct"	0.634
5	"test"	"congruent"	"correct"	0.452
5	"test"	"congruent"	"correct"	0.512
5	"test"	"incongruent"	"correct"	0.529
5	"test"	"incongruent"	"correct"	0.657
5	"test"	"incongruent"	"correct"	0.838
5	"test"	"congruent"	"correct"	0.497
5	"test"	"incongruent"	"correct"	0.729
5	"test"	"congruent"	"correct"	0.544
5	"test"	"congruent"	"correct"	0.492
5	"test"	"incongruent"	"correct"	0.795
5	"test"	"incongruent"	"correct"	0.682
5	"test"	"congruent"	"correct"	0.617
19	"test"	"congruent"	"correct"	0.406
19	"test"	"incongruent"	"correct"	0.605
19	"test"	"congruent"	"correct"	0.526
19	"test"	"incongruent"	"correct"	0.64
19	"test"	"congruent"	"correct"	0.447
19	"test"	"congruent"	"correct"	0.346
19	"test"	"incongruent"	"incorrect"	0.344
19	"test"	"incongruent"	"correct"	0.747
19	"test"	"congruent"	"correct"	0.518
19	"test"	"congruent"	"correct"	0.494
19	"test"	"incongruent"	"correct"	0.573
19	"test"	"incongruent"	"correct"	0.63
19	"test"	"incongruent"	"correct"	0.701
19	"test"	"congruent"	"correct"	0.592
19	"test"	"congruent"	"correct"	0.647
19	"test"	"incongruent"	"correct"	0.62
19	"test"	"congruent"	"correct"	0.524
19	"test"	"incongruent"	"correct"	0.558
19	"test"	"incongruent"	"correct"	0.639
19	"test"	"congruent"	"correct"	0.553
19	"test"	"incongruent"	"correct"	0.593
19	"test"	"congruent"	"correct"	0.47
19	"test"	"congruent"	"correct"	0.723
19	"test"	"incongruent"	"correct"	0.652
19	"test"	"incongruent"	"correct"	0.583
19	"test"	"congruent"	"correct"	0.45
19	"test"	"congruent"	"correct"	0.351
19	"test"	"incongruent"	"correct"	0.49
19	"test"	"congruent"	"correct"	0.437
19	"test"	"incongruent"	"correct"	0.562
19	"test"	"incongruent"	"correct"	0.475
19	"test"	"congruent"	"correct"	0.563
19	"test"	"congruent"	"correct"	0.432
19	"test"	"incongruent"	"correct"	0.495
19	"test"	"incongruent"	"correct"	0.592
19	"test"	"congruent"	"correct"	0.537
19	"test"	"congruent"	"correct"	0.561
19	"test"	"congruent"	"correct"	0.508
19	"test"	"incongruent"	"correct"	0.559
19	"test"	"incongruent"	"correct"	0.631
19	"test"	"congruent"	"correct"	0.423
19	"test"	"congruent"	"correct"	0.465
19	"test"	"incongruent"	"correct"	0.64
19	"test"	"incongruent"	"correct"	0.579
19	"test"	"incongruent"	"correct"	0.656
19	"test"	"congruent"	"correct"	0.508
19	"test"	"congruent"	"correct"	0.462
19	"test"	"incongruent"	"correct"	0.584
19	"test"	"incongruent"	"correct"	0.534
19	"test"	"incongruent"	"correct"	0.562
19	"test"	"congruent"	"correct"	0.494
19	"test"	"congruent"	"correct"	0.447
19	"test"	"congruent"	"correct"	0.458
19	"test"	"incongruent"	"correct"	0.635
19	"test"	"congruent"	"correct"	0.471
19	"test"	"incongruent"	"correct"	0.882
19	"test"	"incongruent"	"correct"	0.677
19	"test"	"congruent"	"correct"	0.457
19	"test"	"incongruent"	"correct"	0.58
19	"test"	"congruent"	"correct"	0.423
19	"test"	"congruent"	"incorrect"	0.301
19	"test"	"incongruent"	"correct"	0.525
19	"test"	"congruent"	"correct"	0.52
19	"test"	"incongruent"	"correct"	0.665
19	"test"	"congruent"	"correct"	0.501
19	"test"	"congruent"	"correct"	0.513
19	"test"	"incongruent"	"correct"	0.635
19	"test"	"incongruent"	"correct"	0.532
19	"test"	"congruent"	"correct"	0.459
19	"test"	"congruent"	"correct"	0.52
19	"test"	"incongruent"	"correct"	0.616
19	"test"	"incongruent"	"correct"	0.773
19	"test"	"incongruent"	"correct"	0.544
19	"test"	"congruent"	"correct"	0.535
19	"test"	"congruent"	"correct"	0.453
19	"test"	"incongruent"	"correct"	0.576
19	"test"	"congruent"	"correct"	0.449
19	"test"	"incongruent"	"correct"	0.54
19	"test"	"incongruent"	"correct"	0.537
19	"test"	"congruent"	"correct"	0.421
19	"test"	"congruent"	"correct"	0.514
19	"test"	"congruent"	"correct"	0.545
19	"test"	"incongruent"	"correct"	0.568
19	"test"	"incongruent"	"correct"	0.622
19	"test"	"incongruent"	"correct"	0.577
19	"test"	"congruent"	"correct"	0.498
19	"test"	"incongruent"	"correct"	0.666
19	"test"	"congruent"	"correct"	0.572
19	"test"	"incongruent"	"correct"	0.731
19	"test"	"incongruent"	"correct"	0.652
19	"test"	"congruent"	"correct"	0.689
19	"test"	"congruent"	"correct"	0.469
19	"test"	"incongruent"	"correct"	0.668
19	"test"	"incongruent"	"correct"	0.672
19	"test"	"congruent"	"correct"	0.641
19	"test"	"congruent"	"correct"	0.679
43	"control"	"congruent"	"correct"	0.665
43	"control"	"congruent"	"correct"	0.481
43	"control"	"incongruent"	"correct"	1.059
43	"control"	"incongruent"	"correct"	1.678
43	"control"	"congruent"	"correct"	1.204
43	"control"	"congruent"	"correct"	0.739
43	"control"	"incongruent"	"correct"	0.87
43	"control"	"incongruent"	"correct"	0.758
43	"control"	"congruent"	"correct"	0.851
43	"control"	"congruent"	"correct"	0.659
43	"control"	"incongruent"	"correct"	0.881
43	"control"	"incongruent"	"correct"	0.676
43	"control"	"incongruent"	"correct"	0.962
43	"control"	"congruent"	"correct"	0.689
43	"control"	"congruent"	"correct"	0.649
43	"control"	"incongruent"	"correct"	0.691
43	"control"	"congruent"	"correct"	0.545
43	"control"	"incongruent"	"correct"	1.077
43	"control"	"incongruent"	"correct"	0.741
43	"control"	"congruent"	"correct"	0.972
43	"control"	"incongruent"	"correct"	0.695
43	"control"	"incongruent"	"correct"	0.999
43	"control"	"congruent"	"correct"	0.681
43	"control"	"congruent"	"correct"	0.674
43	"control"	"incongruent"	"correct"	0.789
43	"control"	"incongruent"	"correct"	0.681
43	"control"	"congruent"	"correct"	0.573
43	"control"	"congruent"	"correct"	0.598
43	"control"	"incongruent"	"correct"	0.726
43	"control"	"congruent"	"correct"	0.521
43	"control"	"incongruent"	"correct"	1.085
43	"control"	"congruent"	"correct"	0.598
43	"control"	"congruent"	"correct"	0.649
43	"control"	"incongruent"	"correct"	0.91
43	"control"	"congruent"	"correct"	0.618
43	"control"	"incongruent"	"correct"	0.727
43	"control"	"incongruent"	"correct"	1.103
43	"control"	"incongruent"	"correct"	1.124
43	"control"	"congruent"	"correct"	0.64
43	"control"	"congruent"	"correct"	0.584
43	"control"	"incongruent"	"correct"	0.816
43	"control"	"congruent"	"correct"	0.544
43	"control"	"congruent"	"correct"	0.706
43	"control"	"incongruent"	"correct"	0.715
43	"control"	"incongruent"	"correct"	0.668
43	"control"	"congruent"	"correct"	0.652
43	"control"	"congruent"	"correct"	0.617
43	"control"	"incongruent"	"correct"	1.366
43	"control"	"incongruent"	"correct"	0.822
43	"control"	"congruent"	"correct"	0.516
43	"control"	"congruent"	"correct"	0.526
43	"control"	"incongruent"	"correct"	0.664
43	"control"	"incongruent"	"correct"	0.756
43	"control"	"congruent"	"correct"	0.589
43	"control"	"incongruent"	"correct"	0.851
43	"control"	"congruent"	"correct"	0.592
43	"control"	"congruent"	"correct"	0.512
43	"control"	"congruent"	"correct"	0.51
43	"control"	"incongruent"	"correct"	0.844
43	"control"	"incongruent"	"correct"	1.012
43	"control"	"incongruent"	"correct"	0.806
43	"control"	"congruent"	"correct"	0.601
43	"control"	"incongruent"	"correct"	1.162
43	"control"	"congruent"	"correct"	0.574
43	"control"	"congruent"	"correct"	0.582
43	"control"	"incongruent"	"correct"	0.984
43	"control"	"incongruent"	"correct"	0.711
43	"control"	"congruent"	"correct"	0.643
43	"control"	"congruent"	"correct"	0.681
43	"control"	"congruent"	"correct"	0.674
43	"control"	"incongruent"	"correct"	0.722
43	"control"	"incongruent"	"correct"	1.071
43	"control"	"congruent"	"correct"	0.659
43	"control"	"incongruent"	"correct"	0.86
43	"control"	"congruent"	"correct"	0.83
43	"control"	"incongruent"	"correct"	0.761
43	"control"	"congruent"	"correct"	0.567
43	"control"	"incongruent"	"correct"	0.82
43	"control"	"incongruent"	"correct"	0.711
43	"control"	"congruent"	"correct"	0.593
43	"control"	"congruent"	"correct"	0.704
43	"control"	"incongruent"	"correct"	0.711
43	"control"	"congruent"	"correct"	0.563
43	"control"	"incongruent"	"correct"	0.799
43	"control"	"congruent"	"correct"	0.575
43	"control"	"incongruent"	"correct"	0.627
43	"control"	"incongruent"	"correct"	0.624
43	"control"	"congruent"	"correct"	0.596
43	"control"	"incongruent"	"correct"	0.715
43	"control"	"congruent"	"correct"	0.642
43	"control"	"incongruent"	"correct"	1.032
43	"control"	"congruent"	"correct"	0.594
43	"control"	"incongruent"	"correct"	1.055
43	"control"	"congruent"	"correct"	0.717
43	"control"	"incongruent"	"correct"	1.188
43	"control"	"congruent"	"correct"	0.903
45	"control"	"congruent"	"correct"	0.98
45	"control"	"incongruent"	"correct"	0.715
45	"control"	"congruent"	"correct"	0.653
45	"control"	"incongruent"	"correct"	0.664
45	"control"	"incongruent"	"correct"	0.701
45	"control"	"incongruent"	"correct"	0.697
45	"control"	"congruent"	"correct"	0.755
45	"control"	"congruent"	"correct"	0.444
45	"control"	"congruent"	"correct"	0.543
45	"control"	"incongruent"	"correct"	0.584
45	"control"	"incongruent"	"correct"	0.625
45	"control"	"congruent"	"correct"	0.539
45	"control"	"incongruent"	"correct"	0.612
45	"control"	"incongruent"	"correct"	0.561
45	"control"	"congruent"	"correct"	0.508
45	"control"	"congruent"	"correct"	0.558
45	"control"	"congruent"	"correct"	0.707
45	"control"	"incongruent"	"correct"	0.601
45	"control"	"congruent"	"correct"	0.481
45	"control"	"incongruent"	"correct"	0.763
45	"control"	"incongruent"	"correct"	0.687
45	"control"	"congruent"	"correct"	0.584
45	"control"	"incongruent"	"correct"	0.552
45	"control"	"congruent"	"correct"	0.573
45	"control"	"congruent"	"correct"	0.608
45	"control"	"incongruent"	"correct"	0.563
45	"control"	"congruent"	"correct"	0.593
45	"control"	"incongruent"	"correct"	0.558
45	"control"	"incongruent"	"correct"	0.696
45	"control"	"incongruent"	"correct"	0.923
45	"control"	"congruent"	"correct"	0.545
45	"control"	"congruent"	"correct"	0.576
45	"control"	"incongruent"	"correct"	0.577
45	"control"	"congruent"	"correct"	0.525
45	"control"	"incongruent"	"correct"	0.62
45	"control"	"congruent"	"correct"	0.525
45	"control"	"incongruent"	"correct"	0.647
45	"control"	"congruent"	"correct"	0.565
45	"control"	"incongruent"	"correct"	0.564
45	"control"	"congruent"	"correct"	0.608
45	"control"	"incongruent"	"correct"	0.573
45	"control"	"incongruent"	"correct"	0.476
45	"control"	"congruent"	"correct"	0.498
45	"control"	"congruent"	"correct"	0.506
45	"control"	"congruent"	"correct"	0.536
45	"control"	"incongruent"	"correct"	0.582
45	"control"	"incongruent"	"correct"	0.719
45	"control"	"congruent"	"correct"	0.573
45	"control"	"congruent"	"correct"	0.578
45	"control"	"incongruent"	"correct"	0.586
45	"control"	"incongruent"	"correct"	0.548
45	"control"	"congruent"	"correct"	0.667
45	"control"	"incongruent"	"correct"	0.643
45	"control"	"congruent"	"correct"	0.501
45	"control"	"congruent"	"correct"	0.561
45	"control"	"incongruent"	"correct"	0.539
45	"control"	"congruent"	"correct"	0.524
45	"control"	"incongruent"	"correct"	0.595
45	"control"	"congruent"	"correct"	0.555
45	"control"	"incongruent"	"correct"	0.722
45	"control"	"incongruent"	"correct"	0.809
45	"control"	"congruent"	"correct"	0.478
45	"control"	"incongruent"	"incorrect"	0.506
45	"control"	"congruent"	"correct"	0.639
45	"control"	"congruent"	"correct"	0.673
45	"control"	"incongruent"	"correct"	0.604
45	"control"	"incongruent"	"correct"	0.731
45	"control"	"congruent"	"correct"	0.652
45	"control"	"incongruent"	"correct"	0.632
45	"control"	"congruent"	"correct"	0.687
45	"control"	"incongruent"	"correct"	0.729
45	"control"	"congruent"	"correct"	0.609
45	"control"	"congruent"	"correct"	0.735
45	"control"	"incongruent"	"correct"	0.572
45	"control"	"incongruent"	"correct"	0.68
45	"control"	"congruent"	"correct"	0.475
45	"control"	"congruent"	"correct"	0.479
45	"control"	"incongruent"	"correct"	0.61
45	"control"	"congruent"	"correct"	0.533
45	"control"	"incongruent"	"correct"	0.629
45	"control"	"incongruent"	"correct"	0.6
45	"control"	"congruent"	"correct"	0.588
45	"control"	"incongruent"	"correct"	0.615
45	"control"	"congruent"	"correct"	0.552
45	"control"	"incongruent"	"correct"	0.616
45	"control"	"incongruent"	"correct"	1.085
45	"control"	"congruent"	"correct"	0.529
45	"control"	"congruent"	"correct"	0.788
45	"control"	"incongruent"	"correct"	0.584
45	"control"	"congruent"	"correct"	0.595
45	"control"	"incongruent"	"correct"	0.565
45	"control"	"congruent"	"correct"	0.625
45	"control"	"congruent"	"correct"	0.503
45	"control"	"congruent"	"correct"	0.505
45	"control"	"incongruent"	"correct"	0.585
45	"control"	"incongruent"	"correct"	0.538
18	"test"	"incongruent"	"correct"	0.681
18	"test"	"congruent"	"correct"	0.549
18	"test"	"incongruent"	"correct"	0.868
18	"test"	"congruent"	"correct"	0.519
18	"test"	"incongruent"	"correct"	0.624
18	"test"	"incongruent"	"correct"	0.596
18	"test"	"congruent"	"correct"	0.477
18	"test"	"congruent"	"correct"	0.641
18	"test"	"incongruent"	"correct"	0.342
18	"test"	"incongruent"	"correct"	0.468
18	"test"	"congruent"	"correct"	0.598
18	"test"	"congruent"	"correct"	0.439
18	"test"	"incongruent"	"correct"	0.576
18	"test"	"incongruent"	"correct"	0.464
18	"test"	"congruent"	"correct"	0.49
18	"test"	"congruent"	"correct"	0.441
18	"test"	"congruent"	"correct"	0.394
18	"test"	"incongruent"	"incorrect"	0.418
18	"test"	"congruent"	"correct"	0.735
18	"test"	"incongruent"	"correct"	0.712
18	"test"	"congruent"	"correct"	0.584
18	"test"	"incongruent"	"correct"	0.459
18	"test"	"incongruent"	"correct"	0.558
18	"test"	"congruent"	"correct"	0.493
18	"test"	"incongruent"	"correct"	0.856
18	"test"	"congruent"	"correct"	0.822
18	"test"	"congruent"	"correct"	0.449
18	"test"	"incongruent"	"correct"	0.573
18	"test"	"congruent"	"correct"	0.464
18	"test"	"congruent"	"correct"	0.649
18	"test"	"incongruent"	"correct"	0.429
18	"test"	"incongruent"	"correct"	0.453
18	"test"	"incongruent"	"correct"	0.49
18	"test"	"incongruent"	"correct"	0.68
18	"test"	"congruent"	"correct"	0.732
18	"test"	"congruent"	"correct"	0.477
18	"test"	"congruent"	"correct"	0.763
18	"test"	"congruent"	"correct"	0.447
18	"test"	"incongruent"	"correct"	0.658
18	"test"	"incongruent"	"correct"	0.501
18	"test"	"congruent"	"incorrect"	0.393
18	"test"	"incongruent"	"correct"	0.631
18	"test"	"incongruent"	"correct"	0.678
18	"test"	"congruent"	"correct"	0.791
18	"test"	"congruent"	"correct"	0.483
18	"test"	"congruent"	"correct"	0.494
18	"test"	"incongruent"	"correct"	0.593
18	"test"	"incongruent"	"correct"	0.54
18	"test"	"congruent"	"correct"	0.734
18	"test"	"congruent"	"correct"	0.395
18	"test"	"incongruent"	"correct"	0.515
18	"test"	"incongruent"	"correct"	0.649
18	"test"	"incongruent"	"correct"	0.536
18	"test"	"congruent"	"correct"	0.496
18	"test"	"incongruent"	"correct"	0.506
18	"test"	"congruent"	"correct"	0.394
18	"test"	"incongruent"	"correct"	0.53
18	"test"	"congruent"	"correct"	0.479
18	"test"	"incongruent"	"correct"	0.44
18	"test"	"congruent"	"correct"	0.367
18	"test"	"congruent"	"correct"	0.553
18	"test"	"congruent"	"correct"	0.435
18	"test"	"incongruent"	"correct"	0.59
18	"test"	"incongruent"	"correct"	0.497
18	"test"	"congruent"	"correct"	0.423
18	"test"	"incongruent"	"correct"	0.542
18	"test"	"congruent"	"correct"	0.435
18	"test"	"incongruent"	"correct"	0.403
18	"test"	"incongruent"	"correct"	0.424
18	"test"	"incongruent"	"correct"	0.533
18	"test"	"congruent"	"correct"	0.462
18	"test"	"congruent"	"correct"	0.628
18	"test"	"congruent"	"correct"	0.525
18	"test"	"incongruent"	"correct"	0.533
18	"test"	"incongruent"	"correct"	0.505
18	"test"	"congruent"	"incorrect"	0.486
18	"test"	"congruent"	"correct"	0.629
18	"test"	"congruent"	"correct"	0.522
18	"test"	"incongruent"	"correct"	0.759
18	"test"	"incongruent"	"correct"	0.556
18	"test"	"congruent"	"correct"	0.563
18	"test"	"incongruent"	"correct"	0.577
18	"test"	"congruent"	"correct"	0.44
18	"test"	"incongruent"	"correct"	0.561
18	"test"	"congruent"	"correct"	0.492
18	"test"	"congruent"	"correct"	0.44
18	"test"	"incongruent"	"correct"	0.456
18	"test"	"incongruent"	"correct"	0.515
18	"test"	"congruent"	"correct"	0.487
18	"test"	"incongruent"	"correct"	0.636
18	"test"	"incongruent"	"correct"	0.596
18	"test"	"congruent"	"correct"	0.52
18	"test"	"incongruent"	"correct"	0.502
18	"test"	"incongruent"	"correct"	0.853
18	"test"	"congruent"	"correct"	0.787
18	"test"	"congruent"	"correct"	0.547
25	"control"	"incongruent"	"correct"	1.082
25	"control"	"incongruent"	"correct"	1.379
25	"control"	"congruent"	"correct"	0.985
25	"control"	"congruent"	"correct"	0.809
25	"control"	"congruent"	"correct"	0.726
25	"control"	"incongruent"	"correct"	1.366
25	"control"	"congruent"	"correct"	0.772
25	"control"	"incongruent"	"correct"	1.375
25	"control"	"congruent"	"correct"	0.74
25	"control"	"congruent"	"correct"	0.744
25	"control"	"incongruent"	"correct"	0.901
25	"control"	"incongruent"	"correct"	0.886
25	"control"	"congruent"	"correct"	0.784
25	"control"	"congruent"	"correct"	0.614
25	"control"	"incongruent"	"correct"	1.465
25	"control"	"incongruent"	"correct"	1.359
25	"control"	"incongruent"	"correct"	1.209
25	"control"	"incongruent"	"correct"	1.195
25	"control"	"congruent"	"correct"	0.89
25	"control"	"congruent"	"correct"	0.673
25	"control"	"congruent"	"correct"	0.632
25	"control"	"incongruent"	"correct"	1.146
25	"control"	"incongruent"	"correct"	1.427
25	"control"	"congruent"	"correct"	1.086
25	"control"	"incongruent"	"correct"	0.928
25	"control"	"congruent"	"correct"	0.61
25	"control"	"congruent"	"correct"	0.664
25	"control"	"incongruent"	"correct"	0.844
25	"control"	"congruent"	"correct"	0.704
25	"control"	"incongruent"	"timeout"	0
25	"control"	"incongruent"	"correct"	0.846
25	"control"	"congruent"	"correct"	0.776
25	"control"	"incongruent"	"correct"	1.418
25	"control"	"congruent"	"correct"	0.639
25	"control"	"congruent"	"correct"	0.717
25	"control"	"incongruent"	"correct"	1.282
25	"control"	"incongruent"	"correct"	0.988
25	"control"	"congruent"	"correct"	0.736
25	"control"	"congruent"	"correct"	0.636
25	"control"	"incongruent"	"correct"	1.007
25	"control"	"incongruent"	"correct"	1.496
25	"control"	"incongruent"	"correct"	1.571
25	"control"	"congruent"	"correct"	0.983
25	"control"	"congruent"	"correct"	0.875
25	"control"	"congruent"	"correct"	0.587
25	"control"	"incongruent"	"correct"	0.99
25	"control"	"incongruent"	"correct"	1.023
25	"control"	"congruent"	"correct"	0.609
25	"control"	"incongruent"	"correct"	1.025
25	"control"	"congruent"	"correct"	0.746
25	"control"	"incongruent"	"correct"	1.032
25	"control"	"congruent"	"correct"	0.797
25	"control"	"incongruent"	"correct"	1.001
25	"control"	"congruent"	"correct"	0.866
25	"control"	"incongruent"	"correct"	1.252
25	"control"	"congruent"	"correct"	0.582
25	"control"	"congruent"	"correct"	0.796
25	"control"	"congruent"	"correct"	0.64
25	"control"	"incongruent"	"correct"	1.304
25	"control"	"incongruent"	"correct"	1.181
25	"control"	"congruent"	"correct"	0.658
25	"control"	"congruent"	"correct"	0.553
25	"control"	"incongruent"	"correct"	1.104
25	"control"	"incongruent"	"correct"	1.215
25	"control"	"congruent"	"correct"	0.746
25	"control"	"incongruent"	"correct"	1.327
25	"control"	"congruent"	"correct"	0.772
25	"control"	"incongruent"	"correct"	1.789
25	"control"	"incongruent"	"correct"	1.348
25	"control"	"congruent"	"correct"	0.8
25	"control"	"incongruent"	"correct"	0.766
25	"control"	"congruent"	"correct"	0.625
25	"control"	"congruent"	"correct"	0.697
25	"control"	"incongruent"	"correct"	1.818
25	"control"	"congruent"	"correct"	0.814
25	"control"	"incongruent"	"correct"	1.725
25	"control"	"congruent"	"correct"	0.674
25	"control"	"incongruent"	"correct"	0.862
25	"control"	"congruent"	"correct"	0.669
25	"control"	"incongruent"	"correct"	1.27
25	"control"	"incongruent"	"correct"	1.252
25	"control"	"incongruent"	"correct"	0.949
25	"control"	"congruent"	"correct"	0.64
25	"control"	"congruent"	"correct"	0.676
25	"control"	"congruent"	"correct"	0.637
25	"control"	"incongruent"	"correct"	1.142
25	"control"	"incongruent"	"correct"	1.596
25	"control"	"congruent"	"correct"	1.082
25	"control"	"incongruent"	"correct"	0.899
25	"control"	"congruent"	"correct"	0.652
25	"control"	"congruent"	"correct"	0.757
25	"control"	"incongruent"	"correct"	1.327
25	"control"	"congruent"	"correct"	0.594
25	"control"	"congruent"	"correct"	0.657
25	"control"	"incongruent"	"correct"	1.066
25	"control"	"incongruent"	"correct"	1.053
38	"control"	"congruent"	"correct"	0.519
38	"control"	"incongruent"	"correct"	0.516
38	"control"	"incongruent"	"correct"	0.596
38	"control"	"congruent"	"correct"	0.44
38	"control"	"incongruent"	"correct"	0.694
38	"control"	"incongruent"	"correct"	0.651
38	"control"	"congruent"	"correct"	0.509
38	"control"	"congruent"	"correct"	0.491
38	"control"	"incongruent"	"correct"	0.515
38	"control"	"congruent"	"correct"	0.482
38	"control"	"incongruent"	"correct"	0.643
38	"control"	"congruent"	"correct"	0.495
38	"control"	"incongruent"	"correct"	0.571
38	"control"	"congruent"	"correct"	0.699
38	"control"	"congruent"	"correct"	0.528
38	"control"	"incongruent"	"incorrect"	0.367
38	"control"	"congruent"	"correct"	0.441
38	"control"	"incongruent"	"timeout"	0
38	"control"	"congruent"	"correct"	0.635
38	"control"	"incongruent"	"correct"	0.63
38	"control"	"congruent"	"correct"	0.37
38	"control"	"incongruent"	"correct"	0.564
38	"control"	"congruent"	"correct"	0.453
38	"control"	"incongruent"	"correct"	0.576
38	"control"	"incongruent"	"correct"	0.548
38	"control"	"congruent"	"correct"	0.591
38	"control"	"incongruent"	"correct"	0.586
38	"control"	"congruent"	"correct"	0.434
38	"control"	"congruent"	"correct"	0.509
38	"control"	"incongruent"	"correct"	0.521
38	"control"	"incongruent"	"correct"	0.862
38	"control"	"congruent"	"correct"	0.507
38	"control"	"incongruent"	"correct"	0.6
38	"control"	"incongruent"	"correct"	0.563
38	"control"	"congruent"	"correct"	0.502
38	"control"	"congruent"	"correct"	0.606
38	"control"	"congruent"	"correct"	0.55
38	"control"	"congruent"	"correct"	0.376
38	"control"	"incongruent"	"correct"	0.551
38	"control"	"incongruent"	"correct"	0.402
38	"control"	"incongruent"	"correct"	0.621
38	"control"	"congruent"	"correct"	0.357
38	"control"	"incongruent"	"incorrect"	0.341
38	"control"	"congruent"	"correct"	0.573
38	"control"	"congruent"	"correct"	0.41
38	"control"	"incongruent"	"correct"	0.605
38	"control"	"incongruent"	"correct"	0.516
38	"control"	"congruent"	"correct"	0.598
38	"control"	"incongruent"	"correct"	0.725
38	"control"	"incongruent"	"correct"	0.557
38	"control"	"congruent"	"correct"	0.504
38	"control"	"congruent"	"correct"	0.523
38	"control"	"congruent"	"correct"	0.474
38	"control"	"incongruent"	"correct"	0.624
38	"control"	"congruent"	"correct"	0.487
38	"control"	"incongruent"	"correct"	0.715
38	"control"	"congruent"	"correct"	0.572
38	"control"	"incongruent"	"correct"	0.651
38	"control"	"incongruent"	"correct"	0.553
38	"control"	"congruent"	"correct"	0.506
38	"control"	"incongruent"	"correct"	0.489
38	"control"	"incongruent"	"correct"	0.563
38	"control"	"congruent"	"correct"	0.544
38	"control"	"congruent"	"correct"	0.574
38	"control"	"congruent"	"correct"	0.594
38	"control"	"congruent"	"correct"	0.439
38	"control"	"incongruent"	"correct"	0.528
38	"control"	"incongruent"	"correct"	0.744
38	"control"	"incongruent"	"correct"	0.605
38	"control"	"congruent"	"correct"	0.501
38	"control"	"incongruent"	"correct"	0.879
38	"control"	"congruent"	"correct"	0.416
38	"control"	"congruent"	"correct"	0.547
38	"control"	"congruent"	"correct"	0.44
38	"control"	"incongruent"	"correct"	0.516
38	"control"	"incongruent"	"correct"	0.967
38	"control"	"congruent"	"correct"	0.516
38	"control"	"congruent"	"correct"	0.524
38	"control"	"incongruent"	"correct"	0.553
38	"control"	"incongruent"	"correct"	1.262
38	"control"	"congruent"	"correct"	0.441
38	"control"	"congruent"	"correct"	0.875
38	"control"	"incongruent"	"correct"	0.632
38	"control"	"incongruent"	"correct"	0.672
38	"control"	"incongruent"	"correct"	0.916
38	"control"	"congruent"	"correct"	0.621
38	"control"	"incongruent"	"correct"	1.233
38	"control"	"congruent"	"correct"	0.641
38	"control"	"incongruent"	"correct"	0.852
38	"control"	"incongruent"	"correct"	1.04
38	"control"	"congruent"	"correct"	0.503
38	"control"	"congruent"	"correct"	0.675
38	"control"	"congruent"	"correct"	0.478
38	"control"	"incongruent"	"correct"	0.508
38	"control"	"congruent"	"correct"	0.496
38	"control"	"incongruent"	"correct"	0.523
2	"test"	"incongruent"	"correct"	1.132
2	"test"	"congruent"	"correct"	0.615
2	"test"	"congruent"	"correct"	0.553
2	"test"	"incongruent"	"correct"	1.093
2	"test"	"incongruent"	"correct"	0.704
2	"test"	"incongruent"	"correct"	0.964
2	"test"	"congruent"	"correct"	0.656
2	"test"	"congruent"	"correct"	0.487
2	"test"	"congruent"	"correct"	0.504
2	"test"	"incongruent"	"correct"	0.677
2	"test"	"congruent"	"correct"	0.763
2	"test"	"incongruent"	"correct"	0.955
2	"test"	"congruent"	"correct"	0.502
2	"test"	"incongruent"	"correct"	0.745
2	"test"	"incongruent"	"correct"	0.8
2	"test"	"congruent"	"correct"	0.574
2	"test"	"congruent"	"correct"	0.502
2	"test"	"incongruent"	"correct"	0.986
2	"test"	"congruent"	"correct"	0.581
2	"test"	"incongruent"	"correct"	0.644
2	"test"	"congruent"	"correct"	0.777
2	"test"	"congruent"	"correct"	0.437
2	"test"	"incongruent"	"correct"	1.173
2	"test"	"incongruent"	"correct"	0.678
2	"test"	"incongruent"	"correct"	0.797
2	"test"	"incongruent"	"correct"	0.884
2	"test"	"congruent"	"correct"	0.381
2	"test"	"congruent"	"correct"	0.497
2	"test"	"incongruent"	"correct"	0.796
2	"test"	"congruent"	"correct"	0.518
